video_name,frame,right_elbow_angle,left_elbow_angle,right_knee_bend,left_knee_bend,label
good_cover_drive_00002.mp4,2081,70.21,0.0,160.92,162.12,1
good_cover_drive_00002.mp4,2082,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2083,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2084,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2085,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2086,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2087,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2088,70.14,0.0,160.93,162.09,1
good_cover_drive_00002.mp4,2089,69.79,0.0,161.3,161.25,1
good_cover_drive_00002.mp4,2090,69.52,0.0,162.19,160.2,1
good_cover_drive_00002.mp4,2091,69.51,0.0,162.81,159.82,1
good_cover_drive_00002.mp4,2092,68.96,0.0,162.9,159.2,1
good_cover_drive_00002.mp4,2093,69.09,0.0,163.2,158.68,1
good_cover_drive_00002.mp4,2094,69.27,0.0,163.09,159.07,1
good_cover_drive_00002.mp4,2095,69.4,0.0,162.53,159.71,1
good_cover_drive_00002.mp4,2096,68.85,0.0,162.21,159.38,1
good_cover_drive_00002.mp4,2097,69.46,0.0,163.21,159.57,1
good_cover_drive_00002.mp4,2098,68.73,0.0,163.2,159.35,1
good_cover_drive_00002.mp4,2099,68.94,0.0,163.25,159.28,1
good_cover_drive_00002.mp4,2100,68.52,0.0,163.22,159.03,1
good_cover_drive_00002.mp4,2101,69.37,0.0,164.08,159.27,1
good_cover_drive_00002.mp4,2102,68.74,0.0,163.23,158.98,1
good_cover_drive_00002.mp4,2103,69.2,0.0,163.03,159.12,1
good_cover_drive_00002.mp4,2104,68.64,0.0,163.0,159.04,1
good_cover_drive_00002.mp4,2105,69.4,0.0,163.86,159.27,1
good_cover_drive_00002.mp4,2106,68.56,0.0,162.98,159.04,1
good_cover_drive_00002.mp4,2107,69.01,0.0,162.8,159.17,1
good_cover_drive_00002.mp4,2108,68.56,0.0,162.98,159.04,1
good_cover_drive_00002.mp4,2109,69.4,0.0,163.86,159.27,1
good_cover_drive_00002.mp4,2110,68.65,0.0,162.97,159.05,1
good_cover_drive_00002.mp4,2111,69.23,0.0,163.02,159.13,1
good_cover_drive_00002.mp4,2112,68.77,0.0,163.2,159.0,1
good_cover_drive_00002.mp4,2113,69.62,0.0,164.07,159.23,1
good_cover_drive_00002.mp4,2114,68.87,0.0,163.21,158.97,1
good_cover_drive_00002.mp4,2115,69.42,0.0,163.0,159.13,1
good_cover_drive_00002.mp4,2116,68.75,0.0,162.76,159.3,1
good_cover_drive_00002.mp4,2117,69.5,0.0,163.65,159.52,1
good_cover_drive_00002.mp4,2118,69.47,0.0,163.11,159.32,1
good_cover_drive_00002.mp4,2119,69.02,0.0,163.52,159.32,1
good_cover_drive_00002.mp4,2120,67.18,0.0,164.45,159.36,1
good_cover_drive_00002.mp4,2121,66.57,0.0,164.07,159.11,1
good_cover_drive_00002.mp4,2122,64.91,0.0,164.01,159.01,1
good_cover_drive_00002.mp4,2124,62.03,0.0,163.31,159.51,1
good_cover_drive_00002.mp4,2125,63.02,0.0,162.01,159.69,1
good_cover_drive_00002.mp4,2126,63.82,0.0,162.81,159.65,1
good_cover_drive_00002.mp4,2127,66.01,0.0,162.82,159.73,1
good_cover_drive_00002.mp4,2128,67.01,0.0,163.48,159.59,1
good_cover_drive_00002.mp4,2129,69.01,0.0,162.22,159.01,1
good_cover_drive_00002.mp4,2130,69.37,0.0,163.05,158.46,1
good_cover_drive_00002.mp4,2131,69.43,0.0,162.82,158.59,1
good_cover_drive_00002.mp4,2132,67.64,0.0,162.8,158.16,1
good_cover_drive_00002.mp4,2134,68.38,0.0,164.01,158.69,1
good_cover_drive_00002.mp4,2136,67.35,0.0,164.21,158.8,1
good_cover_drive_00002.mp4,2138,67.4,0.0,163.13,159.22,1
good_cover_drive_00002.mp4,2140,67.62,0.0,163.28,159.08,1
good_cover_drive_00002.mp4,2141,68.43,0.0,163.22,159.29,1
good_cover_drive_00002.mp4,2142,67.53,0.0,162.61,159.01,1
good_cover_drive_00002.mp4,2143,68.01,0.0,162.74,159.05,1
good_cover_drive_00002.mp4,2144,68.48,0.0,162.14,158.77,1
good_cover_drive_00002.mp4,2145,69.01,0.0,164.54,159.0,1
good_cover_drive_00002.mp4,2146,68.38,0.0,164.67,158.66,1
good_cover_drive_00002.mp4,2147,67.77,0.0,163.72,158.67,1
good_cover_drive_00002.mp4,2148,67.41,0.0,163.65,158.43,1
good_cover_drive_00002.mp4,2149,66.91,0.0,163.48,159.08,1
good_cover_drive_00002.mp4,2150,66.32,0.0,160.99,158.72,1
good_cover_drive_00002.mp4,2151,66.54,0.0,161.66,158.78,1
good_cover_drive_00002.mp4,2152,67.21,0.0,162.47,158.89,1
good_cover_drive_00002.mp4,2153,67.56,0.0,163.21,159.04,1
good_cover_drive_00002.mp4,2154,68.33,0.0,163.33,158.89,1
good_cover_drive_00002.mp4,2155,68.78,0.0,164.15,159.03,1
good_cover_drive_00002.mp4,2156,68.68,0.0,163.41,159.04,1
good_cover_drive_00002.mp4,2157,68.91,0.0,164.21,159.02,1
good_cover_drive_00002.mp4,2158,68.82,0.0,163.66,159.03,1
good_cover_drive_00002.mp4,2159,68.86,0.0,164.61,159.04,1
good_cover_drive_00002.mp4,2160,68.68,0.0,164.01,159.05,1
good_cover_drive_00002.mp4,2161,68.82,0.0,164.82,158.99,1
good_cover_drive_00002.mp4,2162,68.59,0.0,164.29,159.08,1
good_cover_drive_00002.mp4,2163,68.81,0.0,164.85,159.06,1
good_cover_drive_00002.mp4,2164,68.72,0.0,164.2,159.12,1
good_cover_drive_00002.mp4,2165,68.8,0.0,164.86,159.12,1
good_cover_drive_00002.mp4,2166,68.5,0.0,164.22,159.26,1
good_cover_drive_00002.mp4,2167,68.81,0.0,164.8,159.17,1
good_cover_drive_00002.mp4,2168,68.56,0.0,164.21,159.26,1
good_cover_drive_00002.mp4,2169,68.85,0.0,164.84,159.16,1
good_cover_drive_00002.mp4,2170,68.73,0.0,164.15,159.23,1
good_cover_drive_00002.mp4,2171,68.94,0.0,164.79,159.19,1
good_cover_drive_00002.mp4,2172,68.8,0.0,164.33,159.31,1
good_cover_drive_00002.mp4,2173,68.93,0.0,164.95,159.17,1
good_cover_drive_00002.mp4,2174,68.72,0.0,164.33,159.32,1
good_cover_drive_00002.mp4,2175,68.97,0.0,164.95,159.21,1
good_cover_drive_00002.mp4,2176,68.81,0.0,164.31,159.26,1
good_cover_drive_00002.mp4,2177,68.85,0.0,164.82,159.18,1
good_cover_drive_00002.mp4,2178,68.72,0.0,164.2,159.31,1
good_cover_drive_00002.mp4,2179,68.93,0.0,164.83,159.17,1
good_cover_drive_00002.mp4,2180,68.62,0.0,164.2,159.24,1
good_cover_drive_00002.mp4,2181,68.86,0.0,164.81,159.2,1
good_cover_drive_00002.mp4,2182,68.81,0.0,164.16,159.25,1
good_cover_drive_00002.mp4,2183,68.54,0.0,163.89,159.2,1
good_cover_drive_00002.mp4,2184,68.42,0.0,163.29,159.35,1
good_cover_drive_00002.mp4,2185,68.65,0.0,163.89,159.32,1
good_cover_drive_00002.mp4,2186,68.47,0.0,163.32,159.4,1
good_cover_drive_00002.mp4,2187,68.63,0.0,163.88,159.43,1
good_cover_drive_00002.mp4,2188,68.94,0.0,164.29,159.5,1
good_cover_drive_00002.mp4,2189,69.12,0.0,164.93,159.41,1
good_cover_drive_00002.mp4,2190,68.98,0.0,164.44,159.48,1
good_cover_drive_00002.mp4,2191,69.3,0.0,165.0,159.49,1
good_cover_drive_00002.mp4,2192,68.99,0.0,164.43,159.5,1
good_cover_drive_00002.mp4,2193,69.29,0.0,164.87,159.53,1
good_cover_drive_00002.mp4,2194,68.61,0.0,163.94,158.96,1
good_cover_drive_00002.mp4,2195,68.69,0.0,162.92,158.66,1
good_cover_drive_00002.mp4,2196,69.34,0.0,162.82,158.64,1
good_cover_drive_00002.mp4,2197,70.31,0.0,162.91,158.64,1
good_cover_drive_00002.mp4,2207,66.74,0.0,164.84,163.9,1
good_cover_drive_00002.mp4,2243,67.01,0.0,162.8,163.21,1
good_cover_drive_00002.mp4,2251,69.19,0.0,164.48,161.62,1
good_cover_drive_00002.mp4,2260,70.09,0.0,165.24,160.05,1
good_cover_drive_00002.mp4,2261,70.36,0.0,164.74,159.56,1
good_cover_drive_00002.mp4,2262,69.16,0.0,164.48,158.38,1
good_cover_drive_00002.mp4,2263,68.76,0.0,164.42,157.83,1
good_cover_drive_00002.mp4,2264,68.23,165.12,161.61,159.73,1
good_cover_drive_00002.mp4,2265,69.05,0.0,161.83,160.22,1
good_cover_drive_00002.mp4,2266,68.06,166.1,161.84,161.46,1
good_cover_drive_00002.mp4,2267,68.83,165.95,161.93,161.4,1
good_cover_drive_00002.mp4,2268,67.53,166.38,161.53,162.49,1
good_cover_drive_00002.mp4,2269,69.16,163.51,163.94,158.89,1
good_cover_drive_00002.mp4,2270,67.75,163.68,162.23,160.4,1
good_cover_drive_00002.mp4,2271,69.47,159.38,162.69,160.07,1
good_cover_drive_00002.mp4,2272,69.62,153.71,163.15,160.6,1
good_cover_drive_00002.mp4,2273,70.84,0.0,163.39,160.22,1
good_cover_drive_00002.mp4,2274,70.41,0.0,163.94,161.86,1
good_cover_drive_00002.mp4,2275,71.05,0.0,165.37,161.68,1
good_cover_drive_00002.mp4,2276,70.84,0.0,165.4,160.58,1
good_cover_drive_00002.mp4,2277,69.45,0.0,165.03,161.75,1
good_cover_drive_00002.mp4,2278,70.29,0.0,164.63,160.78,1
good_cover_drive_00002.mp4,2279,69.69,0.0,164.15,161.31,1
good_cover_drive_00002.mp4,2280,70.51,0.0,164.77,160.59,1
good_cover_drive_00002.mp4,2281,69.82,0.0,164.25,161.11,1
good_cover_drive_00002.mp4,2282,71.27,0.0,164.35,160.24,1
good_cover_drive_00002.mp4,2283,69.8,0.0,164.74,161.74,1
good_cover_drive_00002.mp4,2284,70.65,0.0,164.94,161.88,1
good_cover_drive_00002.mp4,2285,69.01,0.0,163.03,162.42,1
good_cover_drive_00002.mp4,2295,69.15,0.0,163.49,159.97,1
good_cover_drive_00002.mp4,2297,68.78,0.0,163.17,159.18,1
good_cover_drive_00002.mp4,2298,69.98,0.0,164.36,158.47,1
good_cover_drive_00002.mp4,2299,68.62,0.0,164.28,159.66,1
good_cover_drive_00002.mp4,2300,69.85,0.0,165.49,158.95,1
good_cover_drive_00002.mp4,2301,68.49,0.0,165.62,160.13,1
good_cover_drive_00002.mp4,2305,68.07,0.0,165.72,160.96,1
good_cover_drive_00002.mp4,2306,69.21,0.0,165.67,160.29,1
good_cover_drive_00002.mp4,2307,67.84,0.0,165.33,161.46,1
good_cover_drive_00002.mp4,2308,69.11,0.0,165.37,160.75,1
good_cover_drive_00002.mp4,2309,68.43,0.0,164.99,161.79,1
good_cover_drive_00002.mp4,2310,69.49,0.0,165.42,161.17,1
good_cover_drive_00002.mp4,2311,68.79,0.0,165.16,160.7,1
good_cover_drive_00002.mp4,2312,69.94,0.0,165.61,160.07,1
good_cover_drive_00002.mp4,2313,69.78,0.0,165.04,160.27,1
good_cover_drive_00002.mp4,2314,70.81,0.0,165.51,159.67,1
good_cover_drive_00002.mp4,2315,70.62,0.0,164.91,159.88,1
good_cover_drive_00002.mp4,2316,71.38,0.0,165.2,160.38,1
good_cover_drive_00002.mp4,2317,71.01,0.0,164.65,160.66,1
good_cover_drive_00002.mp4,2318,71.21,0.0,165.25,160.44,1
good_cover_drive_00002.mp4,2319,70.52,0.0,164.71,160.92,1
good_cover_drive_00002.mp4,2320,70.83,0.0,165.2,161.77,1
good_cover_drive_00002.mp4,2321,70.3,0.0,164.63,162.35,1
good_cover_drive_00002.mp4,2322,70.78,0.0,165.07,163.12,1
good_cover_drive_00002.mp4,2323,70.24,0.0,164.5,163.72,1
good_cover_drive_00002.mp4,2324,71.05,0.0,164.93,164.28,1
good_cover_drive_00002.mp4,2325,70.36,0.0,164.48,163.77,1
good_cover_drive_00002.mp4,2326,71.01,0.0,164.95,164.27,1
good_cover_drive_00002.mp4,2327,70.7,0.0,164.47,163.67,1
good_cover_drive_00002.mp4,2328,71.89,0.0,164.89,164.72,1
good_cover_drive_00002.mp4,2329,71.64,0.0,164.51,163.97,1
good_cover_drive_00002.mp4,2330,71.85,0.0,164.92,164.41,1
good_cover_drive_00002.mp4,2331,71.08,0.0,164.66,163.33,1
good_cover_drive_00002.mp4,2332,70.9,0.0,164.67,163.11,1
good_cover_drive_00002.mp4,2333,69.1,0.0,164.29,161.33,1
good_cover_drive_00002.mp4,2334,69.0,0.0,164.38,161.27,1
good_cover_drive_00002.mp4,2335,69.95,0.0,164.18,160.44,1
good_cover_drive_00002.mp4,2336,70.14,0.0,164.38,161.66,1
good_cover_drive_00002.mp4,2337,71.02,0.0,164.63,161.46,1
good_cover_drive_00002.mp4,2338,71.83,0.0,164.98,162.86,1
good_cover_drive_00002.mp4,2339,72.83,0.0,165.02,163.12,1
good_cover_drive_00002.mp4,2340,71.77,0.0,165.19,164.16,1
good_cover_drive_00002.mp4,2341,72.96,0.0,165.0,163.46,1
good_cover_drive_00002.mp4,2342,71.96,0.0,165.15,164.57,1
good_cover_drive_00002.mp4,2343,73.15,0.0,164.96,163.72,1
good_cover_drive_00002.mp4,2344,72.0,0.0,164.85,164.39,1
good_cover_drive_00002.mp4,2345,72.59,0.0,164.61,163.41,1
good_cover_drive_00002.mp4,2346,71.45,0.0,164.5,164.07,1
good_cover_drive_00002.mp4,2347,71.09,0.0,164.25,162.78,1
good_cover_drive_00002.mp4,2348,70.01,0.0,164.48,163.68,1
good_cover_drive_00002.mp4,2349,69.74,0.0,164.56,162.44,1
good_cover_drive_00002.mp4,2350,69.33,0.0,164.88,163.56,1
good_cover_drive_00002.mp4,2351,69.69,0.0,164.95,162.14,1
good_cover_drive_00002.mp4,2352,70.23,0.0,165.35,163.51,1
good_cover_drive_00002.mp4,2353,70.88,0.0,165.2,162.67,1
good_cover_drive_00002.mp4,2354,71.75,0.0,165.3,163.51,1
good_cover_drive_00002.mp4,2355,72.93,0.0,165.12,162.84,1
good_cover_drive_00002.mp4,2356,72.47,0.0,165.34,164.22,1
good_cover_drive_00002.mp4,2357,73.73,0.0,165.35,163.6,1
good_cover_drive_00002.mp4,2358,73.19,0.0,165.32,164.15,1
good_cover_drive_00002.mp4,2359,72.66,0.0,165.8,164.07,1
good_cover_drive_00002.mp4,2360,71.49,0.0,165.79,164.37,1
good_cover_drive_00002.mp4,2361,73.16,0.0,165.99,163.8,1
good_cover_drive_00002.mp4,2362,72.78,118.2,165.37,163.8,1
good_cover_drive_00002.mp4,2363,73.97,107.55,165.64,163.42,1
good_cover_drive_00002.mp4,2364,74.87,102.47,165.02,163.27,1
good_cover_drive_00002.mp4,2365,76.32,93.78,164.45,162.96,1
good_cover_drive_00002.mp4,2366,74.93,100.26,163.63,163.6,1
good_cover_drive_00002.mp4,2367,74.19,111.38,164.16,163.65,1
good_cover_drive_00002.mp4,2368,73.04,118.5,163.57,164.53,1
good_cover_drive_00002.mp4,2369,72.59,124.23,163.59,164.93,1
good_cover_drive_00002.mp4,2370,71.37,131.83,163.85,165.82,1
good_cover_drive_00002.mp4,2371,71.16,137.29,164.08,165.08,1
good_cover_drive_00002.mp4,2372,70.9,0.0,163.75,165.72,1
good_cover_drive_00002.mp4,2373,70.91,0.0,163.89,165.09,1
good_cover_drive_00002.mp4,2374,70.71,0.0,163.52,164.61,1
good_cover_drive_00002.mp4,2375,70.92,0.0,163.57,163.86,1
good_cover_drive_00002.mp4,2376,71.33,0.0,163.34,164.48,1
good_cover_drive_00002.mp4,2377,71.81,0.0,163.32,163.92,1
good_cover_drive_00002.mp4,2378,72.02,0.0,163.13,164.2,1
good_cover_drive_00002.mp4,2379,72.39,0.0,163.4,164.25,1
good_cover_drive_00002.mp4,2380,72.52,0.0,163.41,163.77,1
good_cover_drive_00002.mp4,2381,72.58,0.0,163.43,163.17,1
good_cover_drive_00002.mp4,2382,72.54,0.0,163.36,163.9,1
good_cover_drive_00002.mp4,2383,72.83,118.32,163.34,163.29,1
good_cover_drive_00002.mp4,2384,72.94,118.44,163.15,163.37,1
good_cover_drive_00002.mp4,2385,73.16,118.32,162.96,163.52,1
good_cover_drive_00002.mp4,2386,73.27,117.77,162.99,163.57,1
good_cover_drive_00002.mp4,2387,73.56,116.1,162.82,162.82,1
good_cover_drive_00002.mp4,2388,73.56,116.1,162.82,162.82,1
good_cover_drive_00002.mp4,2389,71.1,0.0,163.29,160.69,1
good_cover_drive_00002.mp4,2390,69.17,0.0,163.65,161.34,1
good_cover_drive_00002.mp4,2391,65.71,0.0,163.98,159.39,1
good_cover_drive_00002.mp4,2392,63.38,0.0,163.85,159.93,1
good_cover_drive_00002.mp4,2422,62.6,0.0,159.4,162.73,1
good_cover_drive_00002.mp4,2423,63.34,0.0,160.26,162.91,1
good_cover_drive_00002.mp4,2424,62.85,0.0,157.82,160.42,1
good_cover_drive_00002.mp4,2425,63.16,0.0,158.96,162.19,1
good_cover_drive_00002.mp4,2426,62.84,0.0,154.67,159.53,1
good_cover_drive_00002.mp4,2427,62.85,0.0,157.34,161.29,1
good_cover_drive_00002.mp4,2428,62.34,0.0,152.94,160.32,1
good_cover_drive_00002.mp4,2429,62.41,0.0,156.53,162.55,1
good_cover_drive_00002.mp4,2430,62.85,0.0,155.87,162.22,1
good_cover_drive_00002.mp4,2431,63.1,0.0,159.33,164.17,1
good_cover_drive_00002.mp4,2432,63.6,0.0,160.81,163.43,1
good_cover_drive_00002.mp4,2433,64.47,0.0,164.35,163.23,1
good_cover_drive_00002.mp4,2434,65.18,0.0,164.82,163.35,1
good_cover_drive_00002.mp4,2435,64.67,0.0,163.84,164.12,1
good_cover_drive_00002.mp4,2436,65.84,0.0,165.06,163.86,1
good_cover_drive_00002.mp4,2437,65.17,0.0,164.72,163.97,1
good_cover_drive_00002.mp4,2438,65.46,0.0,165.88,164.97,1
good_cover_drive_00002.mp4,2439,64.53,0.0,162.54,163.35,1
good_cover_drive_00002.mp4,2440,65.36,0.0,163.67,163.6,1
good_cover_drive_00002.mp4,2441,63.99,0.0,162.96,162.91,1
good_cover_drive_00002.mp4,2442,64.3,0.0,163.2,162.34,1
good_cover_drive_00002.mp4,2443,63.6,0.0,160.6,161.75,1
good_cover_drive_00002.mp4,2444,63.29,0.0,160.95,161.36,1
good_cover_drive_00002.mp4,2445,62.81,0.0,161.03,161.54,1
good_cover_drive_00002.mp4,2446,62.4,0.0,158.95,160.95,1
good_cover_drive_00002.mp4,2447,62.4,0.0,157.48,161.83,1
good_cover_drive_00002.mp4,2449,62.27,0.0,157.77,163.32,1
good_cover_drive_00002.mp4,2450,61.86,0.0,154.31,161.2,1
good_cover_drive_00002.mp4,2451,62.31,0.0,157.28,163.45,1
good_cover_drive_00002.mp4,2452,61.63,0.0,155.94,161.94,1
good_cover_drive_00002.mp4,2453,62.04,0.0,158.03,163.85,1
good_cover_drive_00002.mp4,2454,61.77,0.0,159.4,162.17,1
good_cover_drive_00002.mp4,2455,61.95,0.0,160.11,163.04,1
good_cover_drive_00002.mp4,2456,61.97,0.0,155.31,160.25,1
good_cover_drive_00002.mp4,2457,62.4,0.0,157.64,160.66,1
good_cover_drive_00002.mp4,2458,62.25,0.0,158.3,158.2,1
good_cover_drive_00002.mp4,2459,62.86,0.0,158.29,157.84,1
good_cover_drive_00002.mp4,2460,62.67,0.0,160.34,157.28,1
good_cover_drive_00002.mp4,2461,62.63,0.0,162.33,157.97,1
good_cover_drive_00002.mp4,2462,62.26,0.0,162.25,158.07,1
good_cover_drive_00002.mp4,2463,62.34,0.0,160.09,158.68,1
good_cover_drive_00002.mp4,2464,62.45,0.0,156.37,156.82,1
good_cover_drive_00002.mp4,2465,62.57,0.0,152.08,153.12,1
good_cover_drive_00002.mp4,2466,62.86,179.22,150.5,151.05,1
good_cover_drive_00002.mp4,2467,62.98,177.51,146.35,146.95,1
good_cover_drive_00002.mp4,2468,63.28,179.98,144.8,144.53,1
good_cover_drive_00002.mp4,2469,62.88,176.5,144.2,142.49,1
good_cover_drive_00002.mp4,2470,63.28,179.98,144.8,144.53,1
good_cover_drive_00002.mp4,2471,62.88,176.5,144.2,142.49,1
good_cover_drive_00002.mp4,2472,63.28,179.98,144.8,144.53,1
good_cover_drive_00002.mp4,2473,62.88,176.5,144.2,142.49,1
good_cover_drive_00002.mp4,2474,63.28,179.98,144.8,144.53,1
good_cover_drive_00002.mp4,2475,62.9,176.3,144.54,142.58,1
good_cover_drive_00002.mp4,2476,63.76,179.22,149.28,145.56,1
good_cover_drive_00002.mp4,2477,63.35,176.18,149.01,143.67,1
good_cover_drive_00002.mp4,2478,64.08,0.0,153.82,146.76,1
good_cover_drive_00002.mp4,2479,63.67,0.0,157.49,148.75,1
good_cover_drive_00002.mp4,2480,64.35,0.0,162.2,151.37,1
good_cover_drive_00002.mp4,2481,63.58,0.0,161.5,152.3,1
good_cover_drive_00002.mp4,2482,64.32,0.0,166.28,154.72,1
good_cover_drive_00002.mp4,2483,63.66,0.0,165.66,155.34,1
good_cover_drive_00002.mp4,2484,64.41,0.0,166.27,154.73,1
good_cover_drive_00002.mp4,2485,63.75,0.0,165.64,155.35,1
good_cover_drive_00002.mp4,2486,64.41,0.0,166.27,154.73,1
good_cover_drive_00002.mp4,2487,63.75,0.0,165.64,155.35,1
good_cover_drive_00002.mp4,2488,64.41,0.0,166.27,154.73,1
good_cover_drive_00002.mp4,2489,63.56,0.0,165.84,155.51,1
good_cover_drive_00002.mp4,2490,64.22,0.0,166.46,154.9,1
good_cover_drive_00002.mp4,2491,63.38,0.0,166.03,155.67,1
good_cover_drive_00002.mp4,2492,64.21,0.0,162.75,153.51,1
good_cover_drive_00002.mp4,2493,63.22,0.0,162.38,154.1,1
good_cover_drive_00002.mp4,2494,63.39,0.0,158.27,154.37,1
good_cover_drive_00002.mp4,2495,62.4,0.0,157.93,154.93,1
good_cover_drive_00002.mp4,2496,62.57,0.0,153.86,155.2,1
good_cover_drive_00002.mp4,2497,61.45,0.0,157.36,157.18,1
good_cover_drive_00002.mp4,2498,61.74,0.0,153.25,157.69,1
good_cover_drive_00002.mp4,2499,61.55,0.0,157.17,157.65,1
good_cover_drive_00002.mp4,2500,61.85,0.0,153.08,158.17,1
good_cover_drive_00002.mp4,2501,61.61,0.0,156.95,158.02,1
good_cover_drive_00002.mp4,2502,61.9,0.0,152.86,158.59,1
good_cover_drive_00002.mp4,2503,61.68,0.0,156.75,158.33,1
good_cover_drive_00002.mp4,2504,61.87,0.0,152.51,158.35,1
good_cover_drive_00002.mp4,2505,61.69,0.0,152.36,157.81,1
good_cover_drive_00002.mp4,2506,62.4,0.0,152.09,158.07,1
good_cover_drive_00002.mp4,2507,62.18,0.0,151.77,155.22,1
good_cover_drive_00002.mp4,2508,62.86,0.0,151.35,155.62,1
good_cover_drive_00002.mp4,2509,62.77,0.0,150.59,152.11,1
good_cover_drive_00002.mp4,2510,63.4,0.0,154.0,153.17,1
good_cover_drive_00002.mp4,2511,62.79,0.0,149.6,149.15,1
good_cover_drive_00002.mp4,2512,63.54,0.0,153.13,152.55,1
good_cover_drive_00002.mp4,2513,62.99,0.0,148.68,148.36,1
good_cover_drive_00002.mp4,2514,63.43,0.0,153.01,152.75,1
good_cover_drive_00002.mp4,2515,63.07,0.0,149.09,148.81,1
good_cover_drive_00002.mp4,2516,63.85,0.0,153.21,152.91,1
good_cover_drive_00002.mp4,2517,63.42,0.0,149.17,148.62,1
good_cover_drive_00002.mp4,2518,63.26,0.0,154.36,153.79,1
good_cover_drive_00002.mp4,2519,63.01,0.0,154.92,154.34,1
good_cover_drive_00002.mp4,2521,62.99,0.0,160.13,158.48,1
good_cover_drive_00002.mp4,2531,66.72,0.0,164.57,160.09,1
good_cover_drive_00002.mp4,2701,76.27,0.0,156.85,158.92,1
good_cover_drive_00002.mp4,2702,72.11,0.0,154.53,156.63,1
good_cover_drive_00002.mp4,2703,69.84,0.0,150.59,154.32,1
good_cover_drive_00002.mp4,2704,71.13,0.0,152.82,155.43,1
good_cover_drive_00002.mp4,2705,72.32,0.0,155.43,155.14,1
good_cover_drive_00002.mp4,2706,74.25,0.0,156.77,154.51,1
good_cover_drive_00002.mp4,2707,78.87,0.0,158.49,154.64,1
good_cover_drive_00002.mp4,2708,82.25,0.0,160.46,154.53,1
good_cover_drive_00002.mp4,2709,78.82,0.0,159.57,153.79,1
good_cover_drive_00002.mp4,2710,75.95,0.0,158.77,153.4,1
good_cover_drive_00002.mp4,2711,72.26,0.0,157.69,152.96,1
good_cover_drive_00002.mp4,2712,67.78,0.0,156.94,153.03,1
good_cover_drive_00002.mp4,2713,64.18,0.0,156.45,153.15,1
good_cover_drive_00002.mp4,2714,65.59,0.0,155.97,153.33,1
good_cover_drive_00002.mp4,2715,67.02,0.0,155.72,153.65,1
good_cover_drive_00002.mp4,2716,67.99,0.0,155.44,154.16,1
good_cover_drive_00002.mp4,2717,70.39,0.0,154.77,153.9,1
good_cover_drive_00002.mp4,2718,72.35,0.0,153.86,153.35,1
good_cover_drive_00002.mp4,2719,71.63,0.0,154.52,153.64,1
good_cover_drive_00002.mp4,2720,71.89,0.0,154.9,153.78,1
good_cover_drive_00002.mp4,2721,72.31,0.0,155.55,153.62,1
good_cover_drive_00002.mp4,2722,69.7,0.0,155.93,153.72,1
good_cover_drive_00002.mp4,2723,67.04,0.0,156.67,154.39,1
good_cover_drive_00002.mp4,2724,67.18,0.0,156.2,154.1,1
good_cover_drive_00002.mp4,2725,66.27,0.0,155.88,154.01,1
good_cover_drive_00002.mp4,2726,67.55,0.0,155.6,154.07,1
good_cover_drive_00002.mp4,2727,71.18,0.0,155.04,153.64,1
good_cover_drive_00002.mp4,2728,74.82,0.0,154.91,153.48,1
good_cover_drive_00002.mp4,2729,77.1,0.0,156.03,152.77,1
good_cover_drive_00002.mp4,2730,79.18,0.0,156.24,151.99,1
good_cover_drive_00002.mp4,2731,79.45,0.0,156.86,151.58,1
good_cover_drive_00002.mp4,2732,78.22,0.0,157.61,151.3,1
good_cover_drive_00002.mp4,2733,77.39,0.0,157.55,150.48,1
good_cover_drive_00002.mp4,2734,76.96,0.0,157.17,149.99,1
good_cover_drive_00002.mp4,2735,75.6,0.0,157.24,150.35,1
good_cover_drive_00002.mp4,2736,75.15,0.0,157.4,150.61,1
good_cover_drive_00002.mp4,2737,76.66,0.0,157.55,151.34,1
good_cover_drive_00002.mp4,2738,78.71,0.0,157.85,151.85,1
good_cover_drive_00002.mp4,2739,76.3,0.0,158.97,152.88,1
good_cover_drive_00002.mp4,2740,75.49,0.0,160.75,152.98,1
good_cover_drive_00002.mp4,2741,73.45,0.0,161.76,153.19,1
good_cover_drive_00002.mp4,2742,72.17,0.0,162.91,152.7,1
good_cover_drive_00002.mp4,2743,71.03,0.0,164.15,152.51,1
good_cover_drive_00002.mp4,2744,69.54,0.0,164.22,152.5,1
good_cover_drive_00002.mp4,2745,69.23,0.0,164.02,152.72,1
good_cover_drive_00002.mp4,2746,69.42,0.0,164.29,152.99,1
good_cover_drive_00002.mp4,2747,68.81,0.0,164.68,153.49,1
good_cover_drive_00002.mp4,2748,68.69,0.0,164.88,153.85,1
good_cover_drive_00002.mp4,2749,71.89,0.0,164.66,154.05,1
good_cover_drive_00002.mp4,2750,73.16,0.0,164.99,154.76,1
good_cover_drive_00002.mp4,2751,74.22,0.0,164.68,154.71,1
good_cover_drive_00002.mp4,2752,75.71,0.0,165.49,154.53,1
good_cover_drive_00002.mp4,2755,74.99,0.0,165.94,154.11,1
